id	instrument	px_init	px_fill	volume_init	volume_fill	side	status	date	note	tag
27	0x6d5d602b7c9	DKKPLN	0.59397067	0.0	274.59	0.0	buy	in process	2020-01-27 17:21:41.568314	Note1	Tag7
28	0x6d5d602b7c9	DKKPLN	0.59397067	0.59397067	274.59	268.73012551795114	buy	partially fill	2020-01-27 17:21:41.568314	Note1	Tag7
29	0x6d5d602b7c9	DKKPLN	0.59397067	0.60880291	274.59	0.0	buy	done	2020-01-27 17:21:41.568314	Note1	Tag7
30	0x784d1cfca13	SEKUSD	0.12505781	0.0	453.09	0.0	buy	in process	2020-01-27 17:21:41.573546	Note1	Tag3
31	0x784d1cfca13	SEKUSD	0.12505781	0.12505781	453.09	447.23012551795114	buy	partially fill	2020-01-27 17:21:41.573546	Note1	Tag3
32	0x784d1cfca13	SEKUSD	0.12505781	0.1175248	453.09	0.0	buy	done	2020-01-27 17:21:41.573546	Note1	Tag3
33	0x833cd9cdc85	DKKPLN	0.60477681	0.0	704.42	0.0	buy	in process	2020-01-27 17:21:41.589983	Note5	Tag9
34	0x833cd9cdc85	DKKPLN	0.60477681	0.60995772	704.42	0.60995772	buy	fill	2020-01-27 17:21:41.589983	Note5	Tag9
35	0x833cd9cdc85	DKKPLN	0.60477681	0.60995772	704.42	0.0	buy	done	2020-01-27 17:21:41.589983	Note5	Tag9
36	0x8e2c969ef10	USDUAN	28.05775528	0.0	769.18	0.0	sell	in process	2020-01-27 17:21:41.541620	Note5	Tag1
37	0x8e2c969ef10	USDUAN	28.05775528	28.05775528	769.18	763.320125517951	sell	partially fill	2020-01-27 17:21:41.541620	Note5	Tag1
38	0x8e2c969ef10	USDUAN	28.05775528	28.04503225	769.18	0.0	sell	done	2020-01-27 17:21:41.541620	Note5	Tag1
39	0x991c537018d	DKKPLN	0.61079179	0.0	635.78	0.0	buy	in process	2020-01-27 17:21:41.589683	Note5	Tag9
40	0x991c537018d	DKKPLN	0.61079179	0.59734869	635.78	0.59734869	buy	fill	2020-01-27 17:21:41.589683	Note5	Tag9
41	0x991c537018d	DKKPLN	0.61079179	0.59734869	635.78	0.0	buy	done	2020-01-27 17:21:41.589683	Note5	Tag9
42	0xa40c1041403	SEKUSD	0.11374094	0.0	641.03	0.0	sell	in process	2020-01-27 17:21:41.540679	Note4	Tag10
43	0xa40c1041403	SEKUSD	0.11374094	0.11374094	641.03	635.1701255179512	sell	partially fill	2020-01-27 17:21:41.540679	Note4	Tag10
44	0xa40c1041403	SEKUSD	0.11374094	0.12748607	641.03	0.0	sell	done	2020-01-27 17:21:41.540679	Note4	Tag10
45	0xaefbcd1264b	CADGBP	0.57542527	0.0	803.77	0.0	sell	in process	2020-01-27 17:21:41.586727	Note2	Tag6
46	0xaefbcd1264b	CADGBP	0.57542527	0.57830905	803.77	0.0	sell	cancel	2020-01-27 17:21:41.586727	Note2	Tag6
47	0xaefbcd1264b	CADGBP	0.57542527	0.57830905	803.77	0.0	sell	done	2020-01-27 17:21:41.586727	Note2	Tag6
48	0xb9eb89e38b3	CHFEUR	0.92104511	0.0	708.22	0.0	buy	in process	2020-01-27 17:21:41.631391	Note5	Tag1
49	0xb9eb89e38b3	CHFEUR	0.92104511	0.92104511	708.22	702.3601255179512	buy	partially fill	2020-01-27 17:21:41.631391	Note5	Tag1
50	0xb9eb89e38b3	CHFEUR	0.92104511	0.93061437	708.22	0.0	buy	done	2020-01-27 17:21:41.631391	Note5	Tag1
51	0xc4db46b4b1c	NZDEUR	0.5877013	0.0	887.18	0.0	buy	in process	2020-01-27 17:21:41.571708	Note5	Tag1
52	0xc4db46b4b1c	NZDEUR	0.5877013	0.5877013	887.18	881.320125517951	buy	partially fill	2020-01-27 17:21:41.571708	Note5	Tag1
53	0xc4db46b4b1c	NZDEUR	0.5877013	0.60002661	887.18	0.0	buy	done	2020-01-27 17:21:41.571708	Note5	Tag1
54	0xcfcb0385d88	PLNRSD	25.99227166	0.0	707.95	0.0	sell	in process	2020-01-27 17:21:41.584207	Note5	Tag3
55	0xcfcb0385d88	PLNRSD	25.99227166	25.99847118	707.95	0.0	sell	cancel	2020-01-27 17:21:41.584207	Note5	Tag3
56	0xcfcb0385d88	PLNRSD	25.99227166	25.99847118	707.95	0.0	sell	done	2020-01-27 17:21:41.584207	Note5	Tag3
57	0xdabac057010	EURUSD	1.21148613	0.0	878.61	0.0	sell	in process	2020-01-27 17:21:41.623475	Note3	Tag3
58	0xdabac057010	EURUSD	1.21148613	1.20666605	878.61	1.20666605	sell	fill	2020-01-27 17:21:41.623475	Note3	Tag3
59	0xdabac057010	EURUSD	1.21148613	1.20666605	878.61	0.0	sell	done	2020-01-27 17:21:41.623475	Note3	Tag3
60	0xe5aa7d28276	EURUSD	1.19741026	0.0	442.16	0.0	sell	in process	2020-01-27 17:21:41.546838	Note4	Tag6
61	0xe5aa7d28276	EURUSD	1.19741026	1.19741026	442.16	436.3001255179512	sell	partially fill	2020-01-27 17:21:41.546838	Note4	Tag6
62	0xe5aa7d28276	EURUSD	1.19741026	1.20089049	442.16	0.0	sell	done	2020-01-27 17:21:41.546838	Note4	Tag6
63	0xf09a39f94c6	PLNRSD	25.98943693	0.0	365.49	0.0	sell	in process	2020-01-27 17:21:41.606077	Note3	Tag5
64	0xf09a39f94c6	PLNRSD	25.98943693	25.98943693	365.49	359.63012551795117	sell	partially fill	2020-01-27 17:21:41.606077	Note3	Tag5
65	0xf09a39f94c6	PLNRSD	25.98943693	25.9866905	365.49	0.0	sell	done	2020-01-27 17:21:41.606077	Note3	Tag5
66	0xfb89f6ca73d	GBRRUB	104.14740323	0.0	129.88	0.0	buy	in process	2020-01-27 17:21:41.592180	Note1	Tag1
67	0xfb89f6ca73d	GBRRUB	104.14740323	104.15666411	129.88	104.15666411	buy	fill	2020-01-27 17:21:41.592180	Note1	Tag1
68	0xfb89f6ca73d	GBRRUB	104.14740323	104.15666411	129.88	0.0	buy	done	2020-01-27 17:21:41.592180	Note1	Tag1
69	0x10679b39b98a	JPYTRY	0.07451537	0.0	552.66	0.0	buy	in process	2020-01-27 17:21:41.548522	Note6	Tag8
70	0x10679b39b98a	JPYTRY	0.07451537	0.07620677	552.66	0.0	buy	cancel	2020-01-27 17:21:41.548522	Note6	Tag8
71	0x10679b39b98a	JPYTRY	0.07451537	0.07620677	552.66	0.0	buy	done	2020-01-27 17:21:41.548522	Note6	Tag8
72	0x11169706cc15	CNYUSD	0.15050981	0.0	205.4	0.0	buy	in process	2020-01-27 17:21:41.611365	Note2	Tag10
73	0x11169706cc15	CNYUSD	0.15050981	0.15172846	205.4	0.0	buy	cancel	2020-01-27 17:21:41.611365	Note2	Tag10
74	0x11169706cc15	CNYUSD	0.15050981	0.15172846	205.4	0.0	buy	done	2020-01-27 17:21:41.611365	Note2	Tag10
75	0x11c592d3de95	CADGBP	0.57055609	0.0	752.61	0.0	buy	in process	2020-01-27 17:21:41.608794	Note6	Tag8
76	0x11c592d3de95	CADGBP	0.57055609	0.57424796	752.61	0.0	buy	cancel	2020-01-27 17:21:41.608794	Note6	Tag8
77	0x11c592d3de95	CADGBP	0.57055609	0.57424796	752.61	0.0	buy	done	2020-01-27 17:21:41.608794	Note6	Tag8
78	0x12748ea0f125	DKKPLN	0.59693057	0.0	121.96	0.0	sell	in process	2020-01-27 17:21:41.600717	Note4	Tag10
79	0x12748ea0f125	DKKPLN	0.59693057	0.59693057	121.96	116.10012551795116	sell	partially fill	2020-01-27 17:21:41.600717	Note4	Tag10
80	0x12748ea0f125	DKKPLN	0.59693057	0.61100576	121.96	0.0	sell	done	2020-01-27 17:21:41.600717	Note4	Tag10
81	0x13238a6e0363	USDUAN	28.04331687	0.0	306.95	0.0	buy	in process	2020-01-27 17:21:41.575341	Note2	Tag4
82	0x13238a6e0363	USDUAN	28.04331687	28.04331687	306.95	301.09012551795115	buy	partially fill	2020-01-27 17:21:41.575341	Note2	Tag4
83	0x13238a6e0363	USDUAN	28.04331687	28.054386	306.95	0.0	buy	done	2020-01-27 17:21:41.575341	Note2	Tag4
84	0x13d2863b15e3	SEKUSD	0.12183018	0.0	314.85	0.0	buy	in process	2020-01-27 17:21:41.595620	Note5	Tag5
85	0x13d2863b15e3	SEKUSD	0.12183018	0.11796428	314.85	0.11796428	buy	fill	2020-01-27 17:21:41.595620	Note5	Tag5
86	0x13d2863b15e3	SEKUSD	0.12183018	0.11796428	314.85	0.0	buy	done	2020-01-27 17:21:41.595620	Note5	Tag5
87	0x148182082873	GBRRUB	104.14448071	0.0	559.68	0.0	sell	in process	2020-01-27 17:21:41.559329	Note4	Tag8
88	0x148182082873	GBRRUB	104.14448071	104.15049177	559.68	104.15049177	sell	fill	2020-01-27 17:21:41.559329	Note4	Tag8
89	0x148182082873	GBRRUB	104.14448071	104.15049177	559.68	0.0	sell	done	2020-01-27 17:21:41.559329	Note4	Tag8
90	0x15307dd53aae	CNYUSD	0.15030268	0.0	422.94	0.0	sell	in process	2020-01-27 17:21:41.545318	Note2	Tag4
91	0x15307dd53aae	CNYUSD	0.15030268	0.15030268	422.94	417.08012551795116	sell	partially fill	2020-01-27 17:21:41.545318	Note2	Tag4
92	0x15307dd53aae	CNYUSD	0.15030268	0.1496842	422.94	0.0	sell	done	2020-01-27 17:21:41.545318	Note2	Tag4
93	0x15df79a24d15	DKKPLN	0.6006	0.0	769.68	0.0	sell	in process	2020-01-27 17:21:41.601302	Note4	Tag10
94	0x15df79a24d15	DKKPLN	0.6006	0.6006	769.68	763.820125517951	sell	partially fill	2020-01-27 17:21:41.601302	Note4	Tag10
95	0x15df79a24d15	DKKPLN	0.6006	0.59763415	769.68	0.0	sell	done	2020-01-27 17:21:41.601302	Note4	Tag10
96	0x168e756f5f6f	CHFEUR	0.92684172	0.0	651.05	0.0	sell	in process	2020-01-27 17:21:41.577179	Note4	Tag6
97	0x168e756f5f6f	CHFEUR	0.92684172	0.92230406	651.05	0.0	sell	cancel	2020-01-27 17:21:41.577179	Note4	Tag6
98	0x168e756f5f6f	CHFEUR	0.92684172	0.92230406	651.05	0.0	sell	done	2020-01-27 17:21:41.577179	Note4	Tag6
99	0x173d713c71d3	EURUSD	1.2074491	0.0	114.39	0.0	sell	in process	2020-01-27 17:21:41.601395	Note5	Tag1
100	0x173d713c71d3	EURUSD	1.2074491	1.2074491	114.39	108.53012551795116	sell	partially fill	2020-01-27 17:21:41.601395	Note5	Tag1
101	0x173d713c71d3	EURUSD	1.2074491	1.20823817	114.39	0.0	sell	done	2020-01-27 17:21:41.601395	Note5	Tag1
102	0x17ec6d09841b	CNYUSD	0.15696593	0.0	72.29	0.0	sell	in process	2020-01-27 17:21:41.577471	Note5	Tag7
103	0x17ec6d09841b	CNYUSD	0.15696593	0.15325203	72.29	0.0	sell	cancel	2020-01-27 17:21:41.577471	Note5	Tag7
104	0x17ec6d09841b	CNYUSD	0.15696593	0.15325203	72.29	0.0	sell	done	2020-01-27 17:21:41.577471	Note5	Tag7
105	0x189b68d6967d	EURUSD	1.21148287	0.0	908.58	0.0	sell	in process	2020-01-27 17:21:41.602312	Note5	Tag1
106	0x189b68d6967d	EURUSD	1.21148287	1.21148287	908.58	902.7201255179511	sell	partially fill	2020-01-27 17:21:41.602312	Note5	Tag1
107	0x189b68d6967d	EURUSD	1.21148287	1.20663392	908.58	0.0	sell	done	2020-01-27 17:21:41.602312	Note5	Tag1
108	0x194a64a3a8b5	EURUSD	1.19772736	0.0	371.4	0.0	sell	in process	2020-01-27 17:21:41.580352	Note1	Tag9
109	0x194a64a3a8b5	EURUSD	1.19772736	1.21389981	371.4	0.0	sell	cancel	2020-01-27 17:21:41.580352	Note1	Tag9
110	0x194a64a3a8b5	EURUSD	1.19772736	1.21389981	371.4	0.0	sell	done	2020-01-27 17:21:41.580352	Note1	Tag9
111	0x19f96070bb07	CNYUSD	0.16001228	0.0	313.02	0.0	buy	in process	2020-01-27 17:21:41.611363	Note2	Tag10
112	0x19f96070bb07	CNYUSD	0.16001228	0.15460177	313.02	0.0	buy	cancel	2020-01-27 17:21:41.611363	Note2	Tag10
113	0x19f96070bb07	CNYUSD	0.16001228	0.15460177	313.02	0.0	buy	done	2020-01-27 17:21:41.611363	Note2	Tag10
114	0x1aa85c3dcd52	CADGBP	0.57590144	0.0	502.96	0.0	buy	in process	2020-01-27 17:21:41.608788	Note6	Tag8
115	0x1aa85c3dcd52	CADGBP	0.57590144	0.57300865	502.96	0.0	buy	cancel	2020-01-27 17:21:41.608788	Note6	Tag8
116	0x1aa85c3dcd52	CADGBP	0.57590144	0.57300865	502.96	0.0	buy	done	2020-01-27 17:21:41.608788	Note6	Tag8
117	0x1b57580adfc8	DKKPLN	0.59774612	0.0	250.82	0.0	sell	in process	2020-01-27 17:21:41.600699	Note4	Tag10
118	0x1b57580adfc8	DKKPLN	0.59774612	0.59774612	250.82	244.96012551795116	sell	partially fill	2020-01-27 17:21:41.600699	Note4	Tag10
119	0x1b57580adfc8	DKKPLN	0.59774612	0.60295667	250.82	0.0	sell	done	2020-01-27 17:21:41.600699	Note4	Tag10
120	0x1c0653d7f20f	USDUAN	28.05148953	0.0	716.12	0.0	buy	in process	2020-01-27 17:21:41.575286	Note2	Tag4
121	0x1c0653d7f20f	USDUAN	28.05148953	28.05148953	716.12	710.2601255179511	buy	partially fill	2020-01-27 17:21:41.575286	Note2	Tag4
122	0x1c0653d7f20f	USDUAN	28.05148953	28.04404093	716.12	0.0	buy	done	2020-01-27 17:21:41.575286	Note2	Tag4
123	0x1cb54fa50467	SEKUSD	0.11146016	0.0	132.0	0.0	buy	in process	2020-01-27 17:21:41.595448	Note5	Tag5
124	0x1cb54fa50467	SEKUSD	0.11146016	0.10881949	132.0	0.10881949	buy	fill	2020-01-27 17:21:41.595448	Note5	Tag5
125	0x1cb54fa50467	SEKUSD	0.11146016	0.10881949	132.0	0.0	buy	done	2020-01-27 17:21:41.595448	Note5	Tag5
126	0x1d644b7216b3	GBRRUB	104.15752699	0.0	618.27	0.0	sell	in process	2020-01-27 17:21:41.558789	Note4	Tag8
127	0x1d644b7216b3	GBRRUB	104.15752699	104.14847829	618.27	104.14847829	sell	fill	2020-01-27 17:21:41.558789	Note4	Tag8
128	0x1d644b7216b3	GBRRUB	104.15752699	104.14847829	618.27	0.0	sell	done	2020-01-27 17:21:41.558789	Note4	Tag8
129	0x1e13473f2909	CHFEUR	0.92023045	0.0	239.59	0.0	sell	in process	2020-01-27 17:21:41.543622	Note1	Tag3
130	0x1e13473f2909	CHFEUR	0.92023045	0.92023045	239.59	233.73012551795117	sell	partially fill	2020-01-27 17:21:41.543622	Note1	Tag3
131	0x1e13473f2909	CHFEUR	0.92023045	0.9207452	239.59	0.0	sell	done	2020-01-27 17:21:41.543622	Note1	Tag3
132	0x1ec2430c3b4c	SEKUSD	0.10982558	0.0	367.96	0.0	buy	in process	2020-01-27 17:21:41.595973	Note5	Tag5
133	0x1ec2430c3b4c	SEKUSD	0.10982558	0.11410271	367.96	0.11410271	buy	fill	2020-01-27 17:21:41.595973	Note5	Tag5
134	0x1ec2430c3b4c	SEKUSD	0.10982558	0.11410271	367.96	0.0	buy	done	2020-01-27 17:21:41.595973	Note5	Tag5
135	0x1f713ed94d87	NZDEUR	0.58928444	0.0	206.59	0.0	sell	in process	2020-01-27 17:21:41.560438	Note6	Tag10
136	0x1f713ed94d87	NZDEUR	0.58928444	0.59318243	206.59	0.59318243	sell	fill	2020-01-27 17:21:41.560438	Note6	Tag10
137	0x1f713ed94d87	NZDEUR	0.58928444	0.59318243	206.59	0.0	sell	done	2020-01-27 17:21:41.560438	Note6	Tag10
138	0x20203aa65feb	JPYTRY	0.06424813	0.0	789.55	0.0	buy	in process	2020-01-27 17:21:41.548802	Note6	Tag8
139	0x20203aa65feb	JPYTRY	0.06424813	0.07041501	789.55	0.0	buy	cancel	2020-01-27 17:21:41.548802	Note6	Tag8
140	0x20203aa65feb	JPYTRY	0.06424813	0.07041501	789.55	0.0	buy	done	2020-01-27 17:21:41.548802	Note6	Tag8
141	0x20cf36737237	DKKPLN	0.60186025	0.0	267.39	0.0	buy	in process	2020-01-27 17:21:41.612247	Note3	Tag1
142	0x20cf36737237	DKKPLN	0.60186025	0.60007228	267.39	0.0	buy	cancel	2020-01-27 17:21:41.612247	Note3	Tag1
143	0x20cf36737237	DKKPLN	0.60186025	0.60007228	267.39	0.0	buy	done	2020-01-27 17:21:41.612247	Note3	Tag1
144	0x217e324084b4	DKKPLN	0.59242571	0.0	229.87	0.0	buy	in process	2020-01-27 17:21:41.611565	Note3	Tag1
145	0x217e324084b4	DKKPLN	0.59242571	0.60120485	229.87	0.0	buy	cancel	2020-01-27 17:21:41.611565	Note3	Tag1
146	0x217e324084b4	DKKPLN	0.59242571	0.60120485	229.87	0.0	buy	done	2020-01-27 17:21:41.611565	Note3	Tag1
147	0x222d2e0d972c	CHFEUR	0.91638374	0.0	511.23	0.0	buy	in process	2020-01-27 17:21:41.609423	Note1	Tag9
148	0x222d2e0d972c	CHFEUR	0.91638374	0.92419566	511.23	0.0	buy	cancel	2020-01-27 17:21:41.609423	Note1	Tag9
149	0x222d2e0d972c	CHFEUR	0.91638374	0.92419566	511.23	0.0	buy	done	2020-01-27 17:21:41.609423	Note1	Tag9
150	0x22dc29daa97c	GBRRUB	104.15923563	0.0	365.52	0.0	sell	in process	2020-01-27 17:21:41.602692	Note6	Tag2
151	0x22dc29daa97c	GBRRUB	104.15923563	104.15923563	365.52	359.66012551795114	sell	partially fill	2020-01-27 17:21:41.602692	Note6	Tag2
152	0x22dc29daa97c	GBRRUB	104.15923563	104.1629694	365.52	0.0	sell	done	2020-01-27 17:21:41.602692	Note6	Tag2
153	0x238b25a7bbf2	JPYTRY	0.07391427	0.0	130.87	0.0	sell	in process	2020-01-27 17:21:41.581547	Note3	Tag1
154	0x238b25a7bbf2	JPYTRY	0.07391427	0.07169007	130.87	0.0	sell	cancel	2020-01-27 17:21:41.581547	Note3	Tag1
155	0x238b25a7bbf2	JPYTRY	0.07391427	0.07169007	130.87	0.0	sell	done	2020-01-27 17:21:41.581547	Note3	Tag1
156	0x243a2174ce32	JPYTRY	0.06728192	0.0	583.09	0.0	buy	in process	2020-01-27 17:21:41.615119	Note6	Tag4
157	0x243a2174ce32	JPYTRY	0.06728192	0.06513129	583.09	0.0	buy	cancel	2020-01-27 17:21:41.615119	Note6	Tag4
158	0x243a2174ce32	JPYTRY	0.06728192	0.06513129	583.09	0.0	buy	done	2020-01-27 17:21:41.615119	Note6	Tag4
159	0x24e91d41e0c3	CHFEUR	0.92151134	0.0	148.95	0.0	sell	in process	2020-01-27 17:21:41.620588	Note6	Tag10
160	0x24e91d41e0c3	CHFEUR	0.92151134	0.92338714	148.95	0.92338714	sell	fill	2020-01-27 17:21:41.620588	Note6	Tag10
161	0x24e91d41e0c3	CHFEUR	0.92151134	0.92338714	148.95	0.0	sell	done	2020-01-27 17:21:41.620588	Note6	Tag10
162	0x2598190ef30a	JPYTRY	0.06429453	0.0	143.93	0.0	sell	in process	2020-01-27 17:21:41.537768	Note1	Tag7
163	0x2598190ef30a	JPYTRY	0.06429453	0.06429453	143.93	138.07012551795117	sell	partially fill	2020-01-27 17:21:41.537768	Note1	Tag7
164	0x2598190ef30a	JPYTRY	0.06429453	0.06995709	143.93	0.0	sell	done	2020-01-27 17:21:41.537768	Note1	Tag7
165	0x264714dc0568	CNYUSD	0.14935975	0.0	988.05	0.0	sell	in process	2020-01-27 17:21:41.577583	Note5	Tag7
166	0x264714dc0568	CNYUSD	0.14935975	0.15800621	988.05	0.0	sell	cancel	2020-01-27 17:21:41.577583	Note5	Tag7
167	0x264714dc0568	CNYUSD	0.14935975	0.15800621	988.05	0.0	sell	done	2020-01-27 17:21:41.577583	Note5	Tag7
168	0x26f610a917e0	GBRRUB	104.15349912	0.0	694.02	0.0	sell	in process	2020-01-27 17:21:41.602665	Note6	Tag2
169	0x26f610a917e0	GBRRUB	104.15349912	104.15349912	694.02	688.1601255179512	sell	partially fill	2020-01-27 17:21:41.602665	Note6	Tag2
170	0x26f610a917e0	GBRRUB	104.15349912	104.15918409	694.02	0.0	sell	done	2020-01-27 17:21:41.602665	Note6	Tag2
171	0x27a50c762a2e	JPYTRY	0.07797071	0.0	446.96	0.0	sell	in process	2020-01-27 17:21:41.581461	Note3	Tag1
172	0x27a50c762a2e	JPYTRY	0.07797071	0.06889372	446.96	0.0	sell	cancel	2020-01-27 17:21:41.581461	Note3	Tag1
173	0x27a50c762a2e	JPYTRY	0.07797071	0.06889372	446.96	0.0	sell	done	2020-01-27 17:21:41.581461	Note3	Tag1
174	0x285408433c9d	JPYTRY	0.07355522	0.0	514.27	0.0	buy	in process	2020-01-27 17:21:41.614846	Note6	Tag4
175	0x285408433c9d	JPYTRY	0.07355522	0.05887362	514.27	0.0	buy	cancel	2020-01-27 17:21:41.614846	Note6	Tag4
176	0x285408433c9d	JPYTRY	0.07355522	0.05887362	514.27	0.0	buy	done	2020-01-27 17:21:41.614846	Note6	Tag4
177	0x290304104f32	CADGBP	0.56958254	0.0	459.73	0.0	sell	in process	2020-01-27 17:21:41.619731	Note5	Tag9
178	0x290304104f32	CADGBP	0.56958254	0.56954347	459.73	0.56954347	sell	fill	2020-01-27 17:21:41.619731	Note5	Tag9
179	0x290304104f32	CADGBP	0.56958254	0.56954347	459.73	0.0	sell	done	2020-01-27 17:21:41.619731	Note5	Tag9
180	0x29b1ffdd6171	DKKPLN	0.59937791	0.0	910.34	0.0	buy	in process	2020-01-27 17:21:41.535075	Note4	Tag4
181	0x29b1ffdd6171	DKKPLN	0.59937791	0.59698853	910.34	0.59698853	buy	fill	2020-01-27 17:21:41.535075	Note4	Tag4
182	0x29b1ffdd6171	DKKPLN	0.59937791	0.59698853	910.34	0.0	buy	done	2020-01-27 17:21:41.535075	Note4	Tag4
183	0x2a60fbaa73f2	EURUSD	1.21247373	0.0	426.19	0.0	buy	in process	2020-01-27 17:21:41.569123	Note2	Tag8
184	0x2a60fbaa73f2	EURUSD	1.21247373	1.21247373	426.19	420.33012551795116	buy	partially fill	2020-01-27 17:21:41.569123	Note2	Tag8
185	0x2a60fbaa73f2	EURUSD	1.21247373	1.20150667	426.19	0.0	buy	done	2020-01-27 17:21:41.569123	Note2	Tag8
186	0x2b0ff7778682	CADGBP	0.57575553	0.0	870.31	0.0	buy	in process	2020-01-27 17:21:41.576086	Note3	Tag5
187	0x2b0ff7778682	CADGBP	0.57575553	0.57575553	870.31	864.4501255179512	buy	partially fill	2020-01-27 17:21:41.576086	Note3	Tag5
188	0x2b0ff7778682	CADGBP	0.57575553	0.56183141	870.31	0.0	buy	done	2020-01-27 17:21:41.576086	Note3	Tag5
189	0x2bbef34498ff	CADGBP	0.57610931	0.0	184.77	0.0	sell	in process	2020-01-27 17:21:41.597961	Note1	Tag7
190	0x2bbef34498ff	CADGBP	0.57610931	0.57610931	184.77	178.91012551795117	sell	partially fill	2020-01-27 17:21:41.597961	Note1	Tag7
191	0x2bbef34498ff	CADGBP	0.57610931	0.56833976	184.77	0.0	sell	done	2020-01-27 17:21:41.597961	Note1	Tag7
192	0x2c6def11ab73	CNYUSD	0.1518937	0.0	254.55	0.0	sell	in process	2020-01-27 17:21:41.566682	Note6	Tag6
193	0x2c6def11ab73	CNYUSD	0.1518937	0.16441309	254.55	0.16441309	sell	fill	2020-01-27 17:21:41.566682	Note6	Tag6
194	0x2c6def11ab73	CNYUSD	0.1518937	0.16441309	254.55	0.0	sell	done	2020-01-27 17:21:41.566682	Note6	Tag6
195	0x2d1ceadebe08	EURUSD	1.2030593	0.0	831.63	0.0	buy	in process	2020-01-27 17:21:41.568419	Note2	Tag8
196	0x2d1ceadebe08	EURUSD	1.2030593	1.2030593	831.63	825.7701255179511	buy	partially fill	2020-01-27 17:21:41.568419	Note2	Tag8
197	0x2d1ceadebe08	EURUSD	1.2030593	1.2041076	831.63	0.0	buy	done	2020-01-27 17:21:41.568419	Note2	Tag8
