ID	SIDE	INSTRUMENT	PX_INIT	VOLUME_INIT	DATE	STATUS	NOTE	TAGS
98	0xaefbcd1379	buy	CHFEUR	0.93214427	821.42	27.01.2020 17:34:09.415873	done	Note2	Tag5
99	0xaefbcd1385	buy	SEKUSD	0.12059812	949.67	27.01.2020 17:34:33.220595	in progress	Note2	Tag3
100	0xaefbcd1385	buy	SEKUSD	0.12059812	949.67	27.01.2020 17:34:33.292119	fill	Note2	Tag3
101	0xaefbcd1385	buy	SEKUSD	0.12059812	949.67	27.01.2020 17:34:33.344001	done	Note2	Tag3
102	0xaefbcd138d	buy	NZDEUR	0.5845083	73.93	27.01.2020 17:34:57.268327	in progress	Note3	Tag9
103	0xaefbcd138d	buy	NZDEUR	0.0	73.93	27.01.2020 17:34:57.278806	cancel	Note3	Tag9
104	0xaefbcd138d	buy	NZDEUR	0.0	73.93	27.01.2020 17:34:57.338911	done	Note3	Tag9
105	0xaefbcd1399	sell	JPYTRY	0.07413432	855.51	27.01.2020 17:35:21.218282	in progress	Note6	Tag5
106	0xaefbcd1399	sell	JPYTRY	0.07208351	1457.82	27.01.2020 17:35:21.295756	partially fill	Note6	Tag5
107	0xaefbcd1399	sell	JPYTRY	0.07208351	855.51	27.01.2020 17:35:21.366330	done	Note6	Tag5
108	0xaefbcd13a1	sell	GBRRUB	104.15693596	286.14	27.01.2020 17:35:45.261059	in progress	Note4	Tag4
109	0xaefbcd13a1	sell	GBRRUB	104.15543726	1073.34	27.01.2020 17:35:45.341859	partially fill	Note4	Tag4
110	0xaefbcd13a1	sell	GBRRUB	104.15543726	286.14	27.01.2020 17:35:45.422882	done	Note4	Tag4
111	0xaefbcd13ae	sell	NZDEUR	0.5858115	808.31	27.01.2020 17:36:09.295447	in progress	Note3	Tag1
112	0xaefbcd13ae	sell	NZDEUR	0.0	808.31	27.01.2020 17:36:09.379372	cancel	Note3	Tag1
113	0xaefbcd13ae	sell	NZDEUR	0.0	808.31	27.01.2020 17:36:09.470214	done	Note3	Tag1
114	0xaefbcd13b8	sell	EURUSD	1.20672232	820.34	27.01.2020 17:36:33.303482	in progress	Note4	Tag2
115	0xaefbcd13b8	sell	EURUSD	1.21485587	1702.64	27.01.2020 17:36:33.370155	partially fill	Note4	Tag2
116	0xaefbcd13b8	sell	EURUSD	1.21485587	820.34	27.01.2020 17:36:33.406796	done	Note4	Tag2
117	0xaefbcd13c1	sell	EURUSD	1.1968549	939.03	27.01.2020 17:36:57.228723	in progress	Note5	Tag4
118	0xaefbcd13c1	sell	EURUSD	1.1968549	939.03	27.01.2020 17:36:57.288778	fill	Note5	Tag4
119	0xaefbcd13c1	sell	EURUSD	1.1968549	939.03	27.01.2020 17:36:57.304630	done	Note5	Tag4
120	0xaefbcd13c8	buy	NZDEUR	0.5859493	968.9	27.01.2020 17:37:21.293863	in progress	Note1	Tag1
121	0xaefbcd13c8	buy	NZDEUR	0.5859493	968.9	27.01.2020 17:37:21.362895	fill	Note1	Tag1
122	0xaefbcd13c8	buy	NZDEUR	0.5859493	968.9	27.01.2020 17:37:21.406949	done	Note1	Tag1
123	0xaefbcd13d4	buy	DKKPLN	0.60473816	263.73	27.01.2020 17:37:45.298504	in progress	Note2	Tag1
124	0xaefbcd13d4	buy	DKKPLN	0.60473816	263.73	27.01.2020 17:37:45.331722	fill	Note2	Tag1
125	0xaefbcd13d4	buy	DKKPLN	0.60473816	263.73	27.01.2020 17:37:45.363263	done	Note2	Tag1
126	0xaefbcd13db	buy	USDUAN	28.05765622	587.11	27.01.2020 17:38:09.213085	in progress	Note3	Tag10
127	0xaefbcd13db	buy	USDUAN	28.05699584	363.72	27.01.2020 17:38:09.222801	partially fill	Note3	Tag10
128	0xaefbcd13db	buy	USDUAN	28.05699584	587.11	27.01.2020 17:38:09.280509	done	Note3	Tag10
129	0xaefbcd13e3	buy	CNYUSD	0.15090996	637.17	27.01.2020 17:38:33.244731	in progress	Note3	Tag8
130	0xaefbcd13e3	buy	CNYUSD	0.14313425	967.73	27.01.2020 17:38:33.298548	partially fill	Note3	Tag8
131	0xaefbcd13e3	buy	CNYUSD	0.14313425	637.17	27.01.2020 17:38:33.394801	done	Note3	Tag8
132	0xaefbcd13f2	buy	NZDEUR	0.5852778	131.24	27.01.2020 17:38:57.244153	in progress	Note4	Tag7
133	0xaefbcd13f2	buy	NZDEUR	0.58010848	115.51	27.01.2020 17:38:57.264233	partially fill	Note4	Tag7
134	0xaefbcd13f2	buy	NZDEUR	0.58010848	131.24	27.01.2020 17:38:57.354498	done	Note4	Tag7
135	0xaefbcd13f9	sell	JPYTRY	0.07653973	421.12	27.01.2020 17:39:21.242337	in progress	Note4	Tag8
136	0xaefbcd13f9	sell	JPYTRY	0.07653973	421.12	27.01.2020 17:39:21.303321	fill	Note4	Tag8
137	0xaefbcd13f9	sell	JPYTRY	0.07653973	421.12	27.01.2020 17:39:21.322090	done	Note4	Tag8
138	0xaefbcd1402	buy	PLNRSD	25.99697644	140.51	27.01.2020 17:39:45.236632	in progress	Note1	Tag5
139	0xaefbcd1402	buy	PLNRSD	0.0	140.51	27.01.2020 17:39:45.334458	cancel	Note1	Tag5
140	0xaefbcd1402	buy	PLNRSD	0.0	140.51	27.01.2020 17:39:45.368969	done	Note1	Tag5
141	0xaefbcd1412	buy	JPYTRY	0.06432039	512.56	27.01.2020 17:40:09.218707	in progress	Note5	Tag2
142	0xaefbcd1412	buy	JPYTRY	0.0	512.56	27.01.2020 17:40:09.257738	cancel	Note5	Tag2
143	0xaefbcd1412	buy	JPYTRY	0.0	512.56	27.01.2020 17:40:09.307540	done	Note5	Tag2
144	0xaefbcd141c	sell	CHFEUR	0.92589193	42.97	27.01.2020 17:40:33.262395	in progress	Note6	Tag9
145	0xaefbcd141c	sell	CHFEUR	0.92330417	569.29	27.01.2020 17:40:33.352341	partially fill	Note6	Tag9
146	0xaefbcd141c	sell	CHFEUR	0.92330417	42.97	27.01.2020 17:40:33.362099	done	Note6	Tag9
147	0xaefbcd1426	buy	CHFEUR	0.92772188	549.9	27.01.2020 17:40:57.299646	in progress	Note3	Tag6
148	0xaefbcd1426	buy	CHFEUR	0.92233963	371.12	27.01.2020 17:40:57.308534	partially fill	Note3	Tag6
149	0xaefbcd1426	buy	CHFEUR	0.92233963	549.9	27.01.2020 17:40:57.363639	done	Note3	Tag6
150	0xaefbcd142f	sell	NZDEUR	0.60416684	411.47	27.01.2020 17:41:21.216674	in progress	Note3	Tag6
151	0xaefbcd142f	sell	NZDEUR	0.60416684	411.47	27.01.2020 17:41:21.244805	fill	Note3	Tag6
152	0xaefbcd142f	sell	NZDEUR	0.60416684	411.47	27.01.2020 17:41:21.260362	done	Note3	Tag6
153	0xaefbcd1437	buy	NZDEUR	0.59208183	45.28	27.01.2020 17:41:45.256008	in progress	Note1	Tag6
154	0xaefbcd1437	buy	NZDEUR	0.0	45.28	27.01.2020 17:41:45.322134	cancel	Note1	Tag6
155	0xaefbcd1437	buy	NZDEUR	0.0	45.28	27.01.2020 17:41:45.357058	done	Note1	Tag6
156	0xaefbcd1444	sell	PLNRSD	25.99300848	572.71	27.01.2020 17:42:09.279578	in progress	Note1	Tag8
157	0xaefbcd1444	sell	PLNRSD	25.99300848	572.71	27.01.2020 17:42:09.322681	fill	Note1	Tag8
158	0xaefbcd1444	sell	PLNRSD	25.99300848	572.71	27.01.2020 17:42:09.385276	done	Note1	Tag8
159	0xaefbcd144f	sell	JPYTRY	0.07495336	495.02	27.01.2020 17:42:33.253627	in progress	Note5	Tag10
160	0xaefbcd144f	sell	JPYTRY	0.07495336	495.02	27.01.2020 17:42:33.255675	fill	Note5	Tag10
161	0xaefbcd144f	sell	JPYTRY	0.07495336	495.02	27.01.2020 17:42:33.289290	done	Note5	Tag10
162	0xaefbcd1451	buy	USDUAN	28.04798046	869.86	27.01.2020 17:42:57.272101	in progress	Note2	Tag1
163	0xaefbcd1451	buy	USDUAN	0.0	869.86	27.01.2020 17:42:57.302292	cancel	Note2	Tag1
164	0xaefbcd1451	buy	USDUAN	0.0	869.86	27.01.2020 17:42:57.324322	done	Note2	Tag1
165	0xaefbcd145f	buy	GBRRUB	104.15180997	286.19	27.01.2020 17:43:21.230137	in progress	Note4	Tag10
166	0xaefbcd145f	buy	GBRRUB	0.0	286.19	27.01.2020 17:43:21.260140	cancel	Note4	Tag10
167	0xaefbcd145f	buy	GBRRUB	0.0	286.19	27.01.2020 17:43:21.281579	done	Note4	Tag10
168	0xaefbcd146b	buy	SEKUSD	0.12170316	808.8	27.01.2020 17:43:45.298304	in progress	Note1	Tag6
169	0xaefbcd146b	buy	SEKUSD	0.12170316	808.8	27.01.2020 17:43:45.322482	fill	Note1	Tag6
170	0xaefbcd146b	buy	SEKUSD	0.12170316	808.8	27.01.2020 17:43:45.325623	done	Note1	Tag6
171	0xaefbcd1473	sell	DKKPLN	0.61140213	825.12	27.01.2020 17:44:09.212455	in progress	Note3	Tag3
172	0xaefbcd1473	sell	DKKPLN	0.60377686	747.88	27.01.2020 17:44:09.256034	partially fill	Note3	Tag3
173	0xaefbcd1473	sell	DKKPLN	0.60377686	825.12	27.01.2020 17:44:09.320123	done	Note3	Tag3
174	0xaefbcd1480	buy	CHFEUR	0.92410486	986.19	27.01.2020 17:44:33.242755	in progress	Note2	Tag2
175	0xaefbcd1480	buy	CHFEUR	0.92042029	98.08	27.01.2020 17:44:33.259549	partially fill	Note2	Tag2
176	0xaefbcd1480	buy	CHFEUR	0.92042029	986.19	27.01.2020 17:44:33.339492	done	Note2	Tag2
177	0xaefbcd148b	buy	USDUAN	28.04286819	434.38	27.01.2020 17:44:57.237944	in progress	Note1	Tag5
178	0xaefbcd148b	buy	USDUAN	28.0490755	31.92	27.01.2020 17:44:57.311212	partially fill	Note1	Tag5
179	0xaefbcd148b	buy	USDUAN	28.0490755	434.38	27.01.2020 17:44:57.368573	done	Note1	Tag5
180	0xaefbcd148c	sell	PLNRSD	25.98048567	271.33	27.01.2020 17:45:21.222828	in progress	Note5	Tag3
181	0xaefbcd148c	sell	PLNRSD	25.99017549	315.04	27.01.2020 17:45:21.273218	partially fill	Note5	Tag3
182	0xaefbcd148c	sell	PLNRSD	25.99017549	271.33	27.01.2020 17:45:21.358705	done	Note5	Tag3
183	0xaefbcd149a	buy	CADGBP	0.57570417	662.15	27.01.2020 17:45:45.275343	in progress	Note5	Tag6
184	0xaefbcd149a	buy	CADGBP	0.57570417	662.15	27.01.2020 17:45:45.303330	fill	Note5	Tag6
185	0xaefbcd149a	buy	CADGBP	0.57570417	662.15	27.01.2020 17:45:45.318436	done	Note5	Tag6
186	0xaefbcd14a4	sell	PLNRSD	25.97993832	377.76	27.01.2020 17:46:09.240322	in progress	Note4	Tag7
187	0xaefbcd14a4	sell	PLNRSD	25.97993832	377.76	27.01.2020 17:46:09.301993	fill	Note4	Tag7
188	0xaefbcd14a4	sell	PLNRSD	25.97993832	377.76	27.01.2020 17:46:09.322922	done	Note4	Tag7
189	0xaefbcd14b1	sell	JPYTRY	0.07791627	712.51	27.01.2020 17:46:33.230300	in progress	Note2	Tag9
190	0xaefbcd14b1	sell	JPYTRY	0.07791627	712.51	27.01.2020 17:46:33.249443	fill	Note2	Tag9
191	0xaefbcd14b1	sell	JPYTRY	0.07791627	712.51	27.01.2020 17:46:33.336766	done	Note2	Tag9
192	0xaefbcd14b7	sell	DKKPLN	0.61176637	874.82	27.01.2020 17:46:57.298816	in progress	Note5	Tag3
193	0xaefbcd14b7	sell	DKKPLN	0.60312925	8.86	27.01.2020 17:46:57.330760	partially fill	Note5	Tag3
194	0xaefbcd14b7	sell	DKKPLN	0.60312925	874.82	27.01.2020 17:46:57.358299	done	Note5	Tag3
195	0xaefbcd14c2	buy	GBRRUB	104.15719	335.16	27.01.2020 17:47:21.214064	in progress	Note4	Tag2
196	0xaefbcd14c2	buy	GBRRUB	0.0	335.16	27.01.2020 17:47:21.284284	cancel	Note4	Tag2
197	0xaefbcd14c2	buy	GBRRUB	0.0	335.16	27.01.2020 17:47:21.332069	done	Note4	Tag2
198	0xaefbcd14cc	sell	GBRRUB	104.15419574	292.07	27.01.2020 17:47:45.247809	in progress	Note3	Tag4
199	0xaefbcd14cc	sell	GBRRUB	104.16026998	534.05	27.01.2020 17:47:45.317846	partially fill	Note3	Tag4
200	0xaefbcd14cc	sell	GBRRUB	104.16026998	292.07	27.01.2020 17:47:45.365056	done	Note3	Tag4
201	0xaefbcd14d8	buy	GBRRUB	104.15605946	866.81	27.01.2020 17:48:09.253822	in progress	Note5	Tag8
202	0xaefbcd14d8	buy	GBRRUB	0.0	866.81	27.01.2020 17:48:09.318189	cancel	Note5	Tag8
203	0xaefbcd14d8	buy	GBRRUB	0.0	866.81	27.01.2020 17:48:09.347587	done	Note5	Tag8
204	0xaefbcd14dd	sell	SEKUSD	0.11873776	397.64	27.01.2020 17:48:33.272713	in progress	Note6	Tag9
205	0xaefbcd14dd	sell	SEKUSD	0.11873776	397.64	27.01.2020 17:48:33.361285	fill	Note6	Tag9
206	0xaefbcd14dd	sell	SEKUSD	0.11873776	397.64	27.01.2020 17:48:33.366724	done	Note6	Tag9
207	0xaefbcd14ed	buy	SEKUSD	0.11706929	908.79	27.01.2020 17:48:57.232059	in progress	Note3	Tag9
208	0xaefbcd14ed	buy	SEKUSD	0.11706929	908.79	27.01.2020 17:48:57.298318	fill	Note3	Tag9
209	0xaefbcd14ed	buy	SEKUSD	0.11706929	908.79	27.01.2020 17:48:57.333660	done	Note3	Tag9
210	0xaefbcd14f4	sell	CADGBP	0.57905249	670.38	27.01.2020 17:49:21.304342	in progress	Note3	Tag9
211	0xaefbcd14f4	sell	CADGBP	0.57905249	670.38	27.01.2020 17:49:21.351579	fill	Note3	Tag9
212	0xaefbcd14f4	sell	CADGBP	0.57905249	670.38	27.01.2020 17:49:21.427162	done	Note3	Tag9
213	0xaefbcd1500	sell	USDUAN	28.0509923	458.98	27.01.2020 17:49:45.231427	in progress	Note4	Tag2
214	0xaefbcd1500	sell	USDUAN	28.05011377	1206.57	27.01.2020 17:49:45.261663	partially fill	Note4	Tag2
215	0xaefbcd1500	sell	USDUAN	28.05011377	458.98	27.01.2020 17:49:45.283835	done	Note4	Tag2
216	0xaefbcd1504	sell	JPYTRY	0.0695616	514.2	27.01.2020 17:50:09.302355	in progress	Note2	Tag2
217	0xaefbcd1504	sell	JPYTRY	0.05963284	735.25	27.01.2020 17:50:09.333765	partially fill	Note2	Tag2
218	0xaefbcd1504	sell	JPYTRY	0.05963284	514.2	27.01.2020 17:50:09.359626	done	Note2	Tag2
219	0xaefbcd1511	buy	EURUSD	1.20559693	59.2	27.01.2020 17:50:33.225184	in progress	Note1	Tag10
220	0xaefbcd1511	buy	EURUSD	0.0	59.2	27.01.2020 17:50:33.278841	cancel	Note1	Tag10
221	0xaefbcd1511	buy	EURUSD	0.0	59.2	27.01.2020 17:50:33.374591	done	Note1	Tag10
222	0xaefbcd151a	sell	NZDEUR	0.60191386	710.05	27.01.2020 17:50:57.282743	in progress	Note3	Tag7
223	0xaefbcd151a	sell	NZDEUR	0.61113504	729.24	27.01.2020 17:50:57.297857	partially fill	Note3	Tag7
224	0xaefbcd151a	sell	NZDEUR	0.61113504	710.05	27.01.2020 17:50:57.372522	done	Note3	Tag7
225	0xaefbcd152b	sell	CNYUSD	0.156498	850.48	27.01.2020 17:51:21.263570	in progress	Note3	Tag7
226	0xaefbcd152b	sell	CNYUSD	0.156498	850.48	27.01.2020 17:51:21.284748	fill	Note3	Tag7
227	0xaefbcd152b	sell	CNYUSD	0.156498	850.48	27.01.2020 17:51:21.378464	done	Note3	Tag7
228	0xaefbcd152e	buy	GBRRUB	104.16002964	236.56	27.01.2020 17:51:45.303338	in progress	Note5	Tag2
229	0xaefbcd152e	buy	GBRRUB	0.0	236.56	27.01.2020 17:51:45.398379	cancel	Note5	Tag2
230	0xaefbcd152e	buy	GBRRUB	0.0	236.56	27.01.2020 17:51:45.424143	done	Note5	Tag2
