QUERY
52	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd12e1','buy','CNYUSD',0.15057413,868.76,'27.01.2020 17:28:09.215084','fill','Note1','Tag9')"
53	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd12e1','buy','CNYUSD',0.15057413,868.76,'27.01.2020 17:28:09.244451','done','Note1','Tag9')"
54	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd12eb','buy','CHFEUR',0.92723667,275.36,'27.01.2020 17:28:33.248830','in progress','Note6','Tag10')"
55	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd12eb','buy','CHFEUR',0,275.36,'27.01.2020 17:28:33.337094','cancel','Note6','Tag10')"
56	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd12eb','buy','CHFEUR',0,275.36,'27.01.2020 17:28:33.341567','done','Note6','Tag10')"
57	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd12f3','sell','SEKUSD',0.11382197,701.88,'27.01.2020 17:28:57.257030','in progress','Note3','Tag7')"
58	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd12f3','sell','SEKUSD',0.11382197,701.88,'27.01.2020 17:28:57.313754','fill','Note3','Tag7')"
59	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd12f3','sell','SEKUSD',0.11382197,701.88,'27.01.2020 17:28:57.319140','done','Note3','Tag7')"
60	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1302','buy','CHFEUR',0.93268635,769.92,'27.01.2020 17:29:21.282791','in progress','Note1','Tag4')"
61	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1302','buy','CHFEUR',0.94206203,89.78,'27.01.2020 17:29:21.348532','partially fill','Note1','Tag4')"
62	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1302','buy','CHFEUR',0.94206203,769.92,'27.01.2020 17:29:21.382246','done','Note1','Tag4')"
63	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1306','buy','CADGBP',0.57894825,441.46,'27.01.2020 17:29:45.263721','in progress','Note4','Tag9')"
64	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1306','buy','CADGBP',0.5884927,768.95,'27.01.2020 17:29:45.294885','partially fill','Note4','Tag9')"
65	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1306','buy','CADGBP',0.5884927,441.46,'27.01.2020 17:29:45.319974','done','Note4','Tag9')"
66	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1314','buy','JPYTRY',0.05854647,341.24,'27.01.2020 17:30:09.303812','in progress','Note4','Tag8')"
67	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1314','buy','JPYTRY',0,341.24,'27.01.2020 17:30:09.349849','cancel','Note4','Tag8')"
68	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1314','buy','JPYTRY',0,341.24,'27.01.2020 17:30:09.421662','done','Note4','Tag8')"
69	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd131f','sell','GBRRUB',104.15834633,352.15,'27.01.2020 17:30:33.229760','in progress','Note3','Tag5')"
70	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd131f','sell','GBRRUB',104.15514457,613.95,'27.01.2020 17:30:33.322788','partially fill','Note3','Tag5')"
71	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd131f','sell','GBRRUB',104.15514457,352.15,'27.01.2020 17:30:33.342225','done','Note3','Tag5')"
72	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd132c','sell','CHFEUR',0.92730824,459.76,'27.01.2020 17:30:57.297118','in progress','Note6','Tag10')"
73	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd132c','sell','CHFEUR',0,459.76,'27.01.2020 17:30:57.301538','cancel','Note6','Tag10')"
74	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd132c','sell','CHFEUR',0,459.76,'27.01.2020 17:30:57.342608','done','Note6','Tag10')"
75	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1336','buy','JPYTRY',0.0629256,521.9,'27.01.2020 17:31:21.308730','in progress','Note4','Tag4')"
76	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1336','buy','JPYTRY',0,521.9,'27.01.2020 17:31:21.312494','cancel','Note4','Tag4')"
77	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1336','buy','JPYTRY',0,521.9,'27.01.2020 17:31:21.351503','done','Note4','Tag4')"
78	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd133f','buy','USDUAN',28.053542,135.14,'27.01.2020 17:31:45.245210','in progress','Note3','Tag1')"
79	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd133f','buy','USDUAN',28.053542,135.14,'27.01.2020 17:31:45.328637','fill','Note3','Tag1')"
80	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd133f','buy','USDUAN',28.053542,135.14,'27.01.2020 17:31:45.417913','done','Note3','Tag1')"
81	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1346','sell','SEKUSD',0.12350022,459.62,'27.01.2020 17:32:09.245656','in progress','Note6','Tag7')"
82	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1346','sell','SEKUSD',0.11371372,562.65,'27.01.2020 17:32:09.296878','partially fill','Note6','Tag7')"
83	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1346','sell','SEKUSD',0.11371372,459.62,'27.01.2020 17:32:09.384979','done','Note6','Tag7')"
84	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1351','sell','USDUAN',28.05721836,520.47,'27.01.2020 17:32:33.247059','in progress','Note2','Tag1')"
85	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1351','sell','USDUAN',0,520.47,'27.01.2020 17:32:33.286683','cancel','Note2','Tag1')"
86	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd1351','sell','USDUAN',0,520.47,'27.01.2020 17:32:33.338350','done','Note2','Tag1')"
87	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd135f','sell','JPYTRY',0.05884147,121.04,'27.01.2020 17:32:57.251466','in progress','Note5','Tag9')"
88	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd135f','sell','JPYTRY',0,121.04,'27.01.2020 17:32:57.259818','cancel','Note5','Tag9')"
89	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd135f','sell','JPYTRY',0,121.04,'27.01.2020 17:32:57.313239','done','Note5','Tag9')"
90	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd136a','sell','DKKPLN',0.59948517,320.44,'27.01.2020 17:33:21.265312','in progress','Note4','Tag10')"
91	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd136a','sell','DKKPLN',0.59948517,320.44,'27.01.2020 17:33:21.290976','fill','Note4','Tag10')"
92	"INSERT INTO ""('ID', 'SIDE', 'INSTRUMENT', 'PX_INIT', 'VOLUME_INIT', 'DATE', 'STATUS', 'NOTE', 'TAGS')"" VALUES ('0xaefbcd136a','sell','DKKPLN',0.59948517,320.44,'27.01.2020 17:33:21.298785','done','Note4','Tag10')"
